Game Title,Platform,Genre,Publisher,Release Year,NA Sales (M),EU Sales (M),JP Sales (M),Other Sales (M),Global Sales (M),Rating
Galactic Lords: Chronicles,PS4,Action,Nintendo,2021,2.48,1.48,0.89,4.97,9.82,AO
Galactic Warriors: Odyssey,PC,Action,Ubisoft,2006,0.38,0.7,4.94,0.21,6.23,M
Dark Legends: Rebirth,Xbox One,Adventure,Ubisoft,2012,1.8,1.62,0.74,4.21,8.37,E
Dark Legends: Ascension,PS4,Strategy,Microsoft,2010,4.3,3.46,3.71,3.53,15.0,T
Resident Evil Village,Xbox Series X,Shooter,Ubisoft,2019,2.98,3.01,4.43,0.12,10.54,E10+
Dark Lords: Ascension,PS5,Sports,Ubisoft,2012,4.16,1.27,1.51,3.46,10.4,T
Shadow Knights: Eclipse,Xbox One,Action,Nintendo,2020,0.67,3.22,4.57,3.13,11.59,T
Mystic Lords: Rebirth,PC,Shooter,Ubisoft,2019,2.59,0.36,1.11,2.56,6.62,M
Iron Knights: Rebirth,Xbox One,Strategy,Sony,2004,3.75,0.87,0.44,0.73,5.79,E10+
Galactic Legends: Eclipse,PC,Shooter,EA,2009,2.64,0.75,4.73,1.45,9.57,T
Galactic Legends: Chronicles,Xbox One,Puzzle,Nintendo,2021,2.42,3.56,4.71,1.39,12.08,T
Galactic Knights: Ascension,Xbox Series X,RPG,Sony,2009,1.82,1.31,1.15,2.7,6.98,E
Mystic Knights: Chronicles,Xbox Series X,Action,Microsoft,2004,2.46,3.81,2.32,1.55,10.14,E10+
Street Fighter VI,Nintendo Switch,Shooter,Microsoft,2015,0.25,3.87,2.28,0.65,7.05,AO
Fortnite,PC,Adventure,Ubisoft,2021,0.53,1.52,4.55,3.97,10.57,E10+
Shadow Knights: Odyssey,Xbox Series X,Shooter,EA,2016,0.53,4.54,2.58,4.16,11.81,E10+
Mystic Lords: Chronicles,Xbox Series X,Action,Sony,2001,3.91,4.89,3.69,4.18,16.67,E10+
Pokemon Scarlet,PS4,Adventure,Nintendo,2009,3.32,4.23,4.51,0.86,12.92,E10+
Dark Lords: Rebirth,Xbox One,Strategy,Nintendo,2003,3.43,3.91,0.8,0.44,8.58,M
Dark Raiders: Ascension,PC,Shooter,EA,2020,3.2,0.87,0.19,5.0,9.26,T
Shadow Legends: Odyssey,PS4,Action,Capcom,2004,4.94,3.65,4.15,2.51,15.25,E10+
Shadow Legends: Eclipse,Xbox One,Action,Nintendo,2001,0.38,3.06,2.0,1.77,7.21,E10+
Iron Raiders: Chronicles,Xbox Series X,Sports,Activision,2020,1.02,4.69,2.01,0.29,8.01,AO
Shadow Raiders: Chronicles,PS4,Adventure,Ubisoft,2022,1.9,2.3,0.37,3.77,8.34,T
Galactic Warriors: Rebirth,PS5,Strategy,Capcom,2006,3.16,2.06,2.1,4.37,11.69,AO
Mystic Legends: Rebirth,PC,Sports,Nintendo,2021,0.34,0.8,0.69,2.99,4.82,AO
Mystic Legends: Odyssey,Xbox Series X,Adventure,EA,2000,1.57,1.22,1.59,4.34,8.72,AO
Galactic Lords: Eclipse,Xbox One,Action,EA,2012,2.2,2.75,2.7,4.12,11.77,T
Iron Legends: Ascension,PS4,Adventure,EA,2021,3.71,4.3,0.62,1.34,9.97,M
Iron Raiders: Ascension,PS4,Strategy,Nintendo,2008,0.23,1.3,0.62,3.16,5.31,M
Shadow Lords: Odyssey,Nintendo Switch,Adventure,Capcom,2018,4.52,2.65,3.35,4.82,15.34,T
Shadow Raiders: Eclipse,PC,Puzzle,Sony,2022,1.43,2.26,3.71,5.0,12.4,T
Dark Raiders: Rebirth,Xbox Series X,Strategy,Sony,2007,2.34,3.45,3.29,1.25,10.33,E
Iron Legends: Rebirth,PS4,RPG,Sony,2005,3.34,4.35,2.27,3.61,13.57,E10+
Galactic Lords: Ascension,PS4,Shooter,Sony,2021,4.92,1.52,3.28,1.92,11.64,E10+
Elden Ring,Xbox Series X,Shooter,Nintendo,2000,1.66,0.9,4.13,0.19,6.88,E
Grand Theft Auto V,Xbox One,Shooter,Activision,2003,4.52,0.31,5.0,4.26,14.09,AO
Shadow Legends: Rebirth,Xbox Series X,Strategy,EA,2019,1.86,1.17,0.94,4.03,8.0,E
Shadow Warriors: Ascension,Xbox One,Adventure,Ubisoft,2019,3.95,3.2,4.18,0.59,11.92,E10+
Galactic Raiders: Ascension,PS5,Puzzle,Activision,2023,1.65,1.51,1.98,1.15,6.29,AO
Galactic Knights: Eclipse,PS4,Action,Ubisoft,2014,3.66,2.55,4.32,3.19,13.72,T
Dark Knights: Odyssey,PS4,Strategy,Sony,2014,0.82,2.2,2.03,1.46,6.51,E10+
Iron Lords: Eclipse,PS5,Adventure,Microsoft,2018,1.15,3.46,1.89,1.06,7.56,E
Galactic Knights: Odyssey,PS4,Sports,Microsoft,2000,4.23,4.82,0.29,1.3,10.64,T
Mystic Knights: Odyssey,PC,RPG,Activision,2015,0.6,4.7,0.45,3.34,9.09,AO
Mystic Knights: Eclipse,Nintendo Switch,Adventure,Ubisoft,2007,1.45,1.91,1.43,1.54,6.33,E
Mystic Raiders: Ascension,Nintendo Switch,Action,Ubisoft,2008,0.62,1.52,1.42,2.01,5.57,E10+
Galactic Warriors: Ascension,Nintendo Switch,Adventure,Sony,2022,1.96,4.15,0.99,1.01,8.11,M
Iron Legends: Eclipse,PS4,Adventure,Ubisoft,2018,2.41,3.03,4.61,2.02,12.07,AO
Mystic Raiders: Odyssey,PS4,RPG,Ubisoft,2007,3.29,3.23,3.88,3.3,13.7,M
Iron Warriors: Rebirth,PC,RPG,Microsoft,2010,4.04,1.12,4.64,4.91,14.71,T
Mystic Warriors: Odyssey,Nintendo Switch,Sports,EA,2016,1.27,4.29,0.47,0.78,6.81,AO
Assassin's Creed Valhalla,Nintendo Switch,RPG,Activision,2009,4.44,2.52,1.13,3.28,11.37,T
Mystic Lords: Ascension,Xbox One,Strategy,EA,2001,2.11,4.79,0.51,3.12,10.53,T
Galactic Knights: Rebirth,Xbox One,RPG,Sony,2008,4.5,2.71,4.44,4.59,16.24,E
Iron Knights: Odyssey,Xbox Series X,Shooter,EA,2016,3.88,3.0,2.27,3.35,12.5,T
Dark Warriors: Ascension,PC,RPG,Sony,2003,1.78,4.34,1.43,2.66,10.21,E
Iron Lords: Odyssey,PS5,Shooter,Sony,2019,0.67,3.91,4.66,4.99,14.23,T
Shadow Legends: Chronicles,Nintendo Switch,Action,Activision,2022,0.12,1.01,1.51,1.93,4.57,T
Mystic Legends: Eclipse,Xbox One,Shooter,Activision,2006,2.06,3.43,0.87,4.05,10.41,T
Shadow Warriors: Eclipse,PS5,Puzzle,Sony,2015,2.53,4.08,4.39,3.1,14.1,E
Galactic Knights: Chronicles,Xbox Series X,Puzzle,Microsoft,2004,4.81,1.93,4.77,0.33,11.84,M
God of War,Nintendo Switch,Adventure,Capcom,2016,4.7,2.37,3.2,3.76,14.03,E
Minecraft,PS5,RPG,Capcom,2010,0.85,4.21,1.45,1.4,7.91,T
The Legend of Zelda,Xbox One,RPG,Activision,2011,0.78,0.47,0.11,4.23,5.59,AO
Mystic Lords: Odyssey,PS5,Sports,Nintendo,2007,2.41,1.55,3.07,1.68,8.71,M
Dark Legends: Eclipse,PC,Strategy,Microsoft,2013,4.15,4.39,0.21,4.52,13.27,M
Mystic Warriors: Chronicles,PC,Shooter,Nintendo,2001,2.81,0.65,2.59,4.45,10.5,AO
Mystic Raiders: Chronicles,Xbox Series X,Adventure,Nintendo,2022,2.63,4.34,2.31,0.69,9.97,M
Dark Lords: Chronicles,PC,Shooter,Activision,2002,4.58,1.45,1.08,4.24,11.35,AO
Dark Warriors: Eclipse,PC,Strategy,Capcom,2020,1.89,4.48,4.38,3.74,14.49,T
Dark Knights: Chronicles,Xbox One,RPG,EA,2001,0.9,1.82,1.55,0.85,5.12,M
Dark Warriors: Rebirth,PC,Action,Nintendo,2000,4.85,3.19,3.61,3.62,15.27,M
Iron Raiders: Odyssey,Xbox One,Action,Activision,2008,4.34,4.25,4.75,4.8,18.14,E10+
Dark Raiders: Eclipse,PS5,Action,Microsoft,2009,0.8,4.43,1.69,4.0,10.92,AO
Shadow Raiders: Odyssey,Xbox One,Action,Capcom,2003,1.86,1.45,4.87,0.4,8.58,M
Dark Knights: Ascension,PC,Puzzle,Capcom,2000,1.36,2.14,1.97,3.88,9.35,M
Dark Lords: Eclipse,PS4,RPG,Ubisoft,2016,4.38,0.43,1.51,2.34,8.66,M
Super Mario Odyssey,PC,Action,Sony,2015,2.94,2.26,0.29,2.94,8.43,E
Shadow Warriors: Chronicles,Nintendo Switch,Puzzle,Microsoft,2016,1.95,2.16,2.13,0.43,6.67,T
Galactic Legends: Ascension,PC,Puzzle,Capcom,2022,4.56,2.09,4.91,4.56,16.12,T
Mystic Knights: Ascension,PS5,Action,EA,2006,0.51,4.84,0.3,3.93,9.58,E
Among Us,PS4,RPG,EA,2004,2.29,1.26,1.39,0.16,5.1,E
Horizon Forbidden West,PS4,Action,Ubisoft,2005,1.79,4.06,4.86,0.38,11.09,E
Shadow Raiders: Ascension,PS5,RPG,EA,2014,4.78,3.66,1.12,4.64,14.2,M
Mystic Raiders: Rebirth,PC,Strategy,Capcom,2022,1.8,2.75,2.79,1.33,8.67,M
The Sims,PC,Strategy,Sony,2012,3.5,0.73,3.01,4.96,12.2,E
Dark Lords: Odyssey,Xbox Series X,Adventure,Activision,2003,2.41,0.8,2.5,4.98,10.69,AO
Galactic Legends: Rebirth,Nintendo Switch,Action,Sony,2001,4.19,3.09,2.54,2.05,11.87,E10+
Galactic Raiders: Eclipse,Xbox Series X,RPG,EA,2021,1.34,1.34,2.48,4.29,9.45,M
Mystic Lords: Eclipse,PC,Sports,Ubisoft,2008,0.93,2.55,3.85,1.73,9.06,M
Splatoon 3,Nintendo Switch,Adventure,Capcom,2015,0.46,2.81,0.8,1.54,5.61,M
Shadow Lords: Rebirth,Xbox Series X,Action,Activision,2010,2.63,2.14,3.96,0.74,9.47,E
Shadow Raiders: Rebirth,PS4,Puzzle,Nintendo,2005,4.87,0.28,2.42,3.63,11.2,E10+
Mystic Warriors: Eclipse,Xbox One,RPG,Activision,2002,0.39,1.31,1.33,1.52,4.55,T
Shadow Lords: Chronicles,PS5,Strategy,Ubisoft,2004,3.55,2.05,3.99,0.61,10.2,E10+
Iron Lords: Rebirth,PS5,Adventure,Ubisoft,2013,1.6,1.61,3.55,2.63,9.39,T
Galactic Warriors: Chronicles,PS4,Shooter,Capcom,2010,1.85,3.48,2.68,3.71,11.72,AO
Iron Legends: Chronicles,Nintendo Switch,Adventure,EA,2017,1.19,4.93,3.61,4.45,14.18,T
Shadow Warriors: Odyssey,PS4,Adventure,EA,2008,3.95,2.35,1.2,3.01,10.51,M
Shadow Warriors: Rebirth,PS4,Adventure,EA,2022,4.31,0.35,0.81,0.82,6.29,E
Mystic Knights: Rebirth,PC,Puzzle,Ubisoft,2015,3.98,1.43,3.77,3.29,12.47,M
Shadow Legends: Ascension,PS4,Action,EA,2011,0.52,3.2,4.7,2.86,11.28,E10+
Shadow Knights: Ascension,PS4,Action,Capcom,2007,1.25,1.8,2.03,0.84,5.92,M
Shadow Lords: Ascension,Nintendo Switch,Adventure,Microsoft,2016,2.52,2.28,3.66,4.92,13.38,E
Halo Infinite,PS5,Sports,Microsoft,2011,4.34,0.93,4.68,0.89,10.84,E10+
Iron Raiders: Rebirth,Xbox Series X,Shooter,Capcom,2000,1.51,2.39,0.35,2.27,6.52,AO
Mystic Legends: Chronicles,Xbox Series X,Action,Capcom,2003,1.14,4.15,2.53,4.96,12.78,E10+
Cyberpunk 2077,Nintendo Switch,Action,Ubisoft,2015,4.23,4.45,1.79,2.12,12.59,E
Iron Lords: Chronicles,Xbox One,Strategy,Microsoft,2023,1.69,0.83,4.43,4.23,11.18,M
Iron Warriors: Eclipse,Xbox Series X,Sports,Nintendo,2011,1.56,4.27,0.22,3.75,9.8,T
Dark Raiders: Chronicles,PC,Action,Capcom,2009,0.56,2.39,3.21,3.52,9.68,E
Shadow Knights: Rebirth,Xbox Series X,Action,EA,2003,0.3,4.31,2.42,0.14,7.17,AO
Iron Warriors: Ascension,Xbox Series X,Puzzle,EA,2009,0.36,3.35,3.85,4.32,11.88,E
Iron Raiders: Eclipse,Xbox One,Puzzle,Activision,2008,4.57,2.08,3.61,0.75,11.01,T
Dark Raiders: Odyssey,Xbox One,RPG,Sony,2019,4.74,3.27,3.75,1.33,13.09,T
Galactic Raiders: Odyssey,Xbox Series X,RPG,Nintendo,2022,3.06,2.88,1.4,4.93,12.27,T
Dark Warriors: Chronicles,PS5,Puzzle,EA,2016,1.13,2.19,3.98,0.84,8.14,AO
Iron Knights: Ascension,Xbox One,Action,Microsoft,2013,1.4,2.71,2.79,2.43,9.33,E10+
Dark Knights: Rebirth,Xbox Series X,RPG,Microsoft,2004,2.07,4.91,1.69,0.96,9.63,M
Animal Crossing,Xbox Series X,Action,Microsoft,2020,4.48,2.0,3.4,1.32,11.2,M
Dark Warriors: Odyssey,Xbox Series X,Action,Ubisoft,2020,1.69,1.19,2.51,1.05,6.44,E10+
Dark Knights: Eclipse,PC,Action,Microsoft,2008,2.43,2.02,3.68,0.51,8.64,M
Iron Warriors: Chronicles,Xbox One,Adventure,Microsoft,2012,0.27,1.52,1.86,2.9,6.55,T
Galactic Lords: Odyssey,Xbox One,Strategy,Capcom,2018,3.85,1.7,0.47,4.99,11.01,AO
Iron Lords: Ascension,PC,RPG,Capcom,2021,0.78,4.39,0.81,0.23,6.21,E
Red Dead Redemption 2,PS5,Action,Microsoft,2011,2.74,3.75,2.37,2.81,11.67,M
Mystic Raiders: Eclipse,PC,Strategy,Capcom,2020,1.45,0.96,3.43,3.34,9.18,T
Dark Legends: Chronicles,PC,RPG,Microsoft,2019,0.68,0.72,2.35,1.07,4.82,E
Galactic Warriors: Eclipse,PS5,Sports,EA,2014,4.93,2.65,4.33,3.13,15.04,M
Mystic Warriors: Rebirth,PC,RPG,Capcom,2020,3.36,2.81,4.64,3.52,14.33,AO
Galactic Legends: Odyssey,PS5,RPG,Activision,2016,4.19,4.13,0.64,3.23,12.19,E10+
Shadow Knights: Chronicles,Nintendo Switch,Strategy,Capcom,2019,1.04,0.35,0.79,2.88,5.06,E
Galactic Raiders: Rebirth,Nintendo Switch,Sports,Activision,2004,3.92,1.09,0.47,4.75,10.23,E
Iron Warriors: Odyssey,Xbox One,Adventure,Sony,2008,1.93,3.91,1.74,3.17,10.75,E
Iron Legends: Odyssey,PS5,Sports,Ubisoft,2006,3.18,1.63,1.06,4.28,10.15,AO
Galactic Raiders: Chronicles,Xbox Series X,Puzzle,Activision,2021,2.27,3.87,0.78,0.49,7.41,T
Galactic Lords: Rebirth,PS5,Sports,Activision,2003,4.82,1.25,1.18,4.52,11.77,AO
Dark Legends: Odyssey,PS5,Action,Sony,2016,1.99,4.88,3.58,2.06,12.51,T
Mystic Legends: Ascension,Xbox Series X,Shooter,Activision,2008,4.4,2.52,1.48,0.18,8.58,M
Overwatch,Xbox One,Sports,Microsoft,2003,4.39,0.32,1.35,0.11,6.17,AO
Mystic Warriors: Ascension,PC,Sports,Microsoft,2009,2.61,4.06,3.26,0.98,10.91,T
Shadow Lords: Eclipse,Xbox Series X,Action,EA,2007,4.69,4.53,1.74,0.75,11.71,E10+
Iron Knights: Eclipse,PS5,Sports,Activision,2007,0.83,0.63,4.14,2.14,7.74,E10+
Iron Knights: Chronicles,PC,RPG,Microsoft,2012,0.83,4.93,2.85,1.12,9.73,E
Call of Duty,PS4,Shooter,Ubisoft,2020,0.89,4.68,4.83,3.01,13.41,T
Galactic Lords: Chronicles,PC,Adventure,EA,2009,4.1,0.81,0.93,2.32,8.16,T
Galactic Warriors: Odyssey,PC,Puzzle,Nintendo,2022,0.25,4.65,0.13,0.95,5.98,E
Dark Legends: Rebirth,PC,Shooter,Sony,2013,1.19,1.64,2.43,2.97,8.23,AO
Dark Legends: Ascension,PS5,Puzzle,Activision,2021,4.62,3.5,3.57,1.54,13.23,E10+
Resident Evil Village,Xbox One,Strategy,Ubisoft,2015,1.21,1.0,4.07,2.07,8.35,T
Dark Lords: Ascension,Nintendo Switch,Puzzle,Sony,2004,1.83,0.73,2.96,2.08,7.6,E
Shadow Knights: Eclipse,Xbox One,Puzzle,Sony,2010,3.65,0.54,1.97,1.85,8.01,AO
Mystic Lords: Rebirth,Nintendo Switch,Strategy,Sony,2004,1.75,1.43,4.68,4.88,12.74,E
Iron Knights: Rebirth,PS4,Strategy,EA,2004,3.66,0.4,4.79,4.8,13.65,T
Galactic Legends: Eclipse,Nintendo Switch,Strategy,EA,2018,3.59,3.33,3.27,2.58,12.77,E
Galactic Legends: Chronicles,PS5,Strategy,Microsoft,2017,4.86,3.6,1.04,4.74,14.24,M
Galactic Knights: Ascension,Nintendo Switch,Strategy,EA,2020,2.63,3.19,3.74,1.64,11.2,M
Mystic Knights: Chronicles,Nintendo Switch,Action,Sony,2012,4.77,1.35,0.72,0.31,7.15,E10+
Street Fighter VI,Xbox Series X,RPG,Capcom,2003,2.86,4.4,0.28,2.8,10.34,E10+
Fortnite,Nintendo Switch,RPG,Nintendo,2021,3.46,3.86,2.16,3.35,12.83,M
Shadow Knights: Odyssey,PC,Strategy,Microsoft,2017,1.31,2.98,2.57,1.19,8.05,T
Mystic Lords: Chronicles,PS5,Sports,Microsoft,2011,2.29,2.17,3.63,4.65,12.74,T
Pokemon Scarlet,Xbox Series X,Action,Ubisoft,2010,2.55,0.57,3.92,1.8,8.84,E
Dark Lords: Rebirth,Xbox One,Sports,Microsoft,2000,2.93,4.64,4.6,1.83,14.0,T
Dark Raiders: Ascension,PS4,Shooter,Nintendo,2003,1.29,3.22,2.52,4.31,11.34,AO
Shadow Legends: Odyssey,Nintendo Switch,Adventure,Sony,2016,0.82,1.78,3.55,0.46,6.61,T
Shadow Legends: Eclipse,PS5,Sports,Microsoft,2012,2.15,2.7,4.42,1.32,10.59,M
Iron Raiders: Chronicles,PC,Puzzle,Activision,2000,3.12,3.3,3.22,1.58,11.22,M
Shadow Raiders: Chronicles,Nintendo Switch,Puzzle,Ubisoft,2006,0.91,2.85,2.93,4.98,11.67,E10+
Galactic Warriors: Rebirth,PS4,Strategy,Microsoft,2019,1.79,4.61,1.31,0.17,7.88,AO
Mystic Legends: Rebirth,PS4,Sports,Activision,2018,4.32,0.27,2.05,0.22,6.86,E10+
Mystic Legends: Odyssey,PS4,Strategy,EA,2002,4.47,2.9,4.18,4.65,16.2,T
Galactic Lords: Eclipse,PS5,Action,Activision,2000,2.63,2.44,4.37,0.73,10.17,T
Iron Legends: Ascension,Xbox One,Shooter,Sony,2006,4.41,3.08,4.96,4.09,16.54,E10+
Iron Raiders: Ascension,PS5,Sports,EA,2007,1.94,1.55,1.64,3.21,8.34,E10+
Shadow Lords: Odyssey,PC,RPG,Microsoft,2001,3.8,0.39,0.29,3.04,7.52,E10+
Shadow Raiders: Eclipse,Xbox One,Strategy,Nintendo,2008,1.99,4.57,1.9,2.86,11.32,E
Dark Raiders: Rebirth,Nintendo Switch,RPG,Activision,2004,4.45,4.46,0.74,2.84,12.49,M
Iron Legends: Rebirth,Xbox Series X,Strategy,EA,2001,3.8,1.57,0.74,3.97,10.08,E10+
Galactic Lords: Ascension,Nintendo Switch,Strategy,Capcom,2015,2.97,2.12,4.39,1.04,10.52,AO
Elden Ring,Xbox One,Puzzle,Sony,2020,4.8,3.78,2.12,4.51,15.21,M
Grand Theft Auto V,Xbox One,Shooter,EA,2020,3.23,3.63,3.57,4.21,14.64,AO
Shadow Legends: Rebirth,PS5,Action,Ubisoft,2000,3.92,2.55,3.94,2.94,13.35,E10+
Shadow Warriors: Ascension,Xbox Series X,RPG,Sony,2004,0.5,4.67,4.87,1.84,11.88,T
Galactic Raiders: Ascension,Xbox Series X,Puzzle,Ubisoft,2011,2.41,2.82,4.11,1.25,10.59,M
Galactic Knights: Eclipse,Nintendo Switch,Shooter,Sony,2020,2.09,0.92,2.46,3.3,8.77,E
Dark Knights: Odyssey,Nintendo Switch,Puzzle,EA,2018,2.04,3.11,3.04,0.51,8.7,E
Iron Lords: Eclipse,PC,Action,EA,2017,0.58,3.69,1.43,4.65,10.35,AO
Galactic Knights: Odyssey,PS4,Sports,Sony,2003,3.3,4.4,3.11,2.42,13.23,E
Mystic Knights: Odyssey,Xbox Series X,Adventure,Ubisoft,2015,3.96,3.84,3.67,0.94,12.41,T
Mystic Knights: Eclipse,PC,RPG,Activision,2020,3.75,2.8,1.75,1.82,10.12,M
Mystic Raiders: Ascension,Nintendo Switch,Sports,Microsoft,2014,2.22,2.28,1.42,4.01,9.93,E10+
Galactic Warriors: Ascension,Xbox Series X,Strategy,Microsoft,2008,1.64,4.77,0.79,3.25,10.45,E
Iron Legends: Eclipse,Xbox Series X,RPG,Sony,2013,4.63,1.48,0.46,3.46,10.03,T
Mystic Raiders: Odyssey,PS5,RPG,EA,2006,0.83,0.89,4.8,4.5,11.02,E10+
Iron Warriors: Rebirth,Nintendo Switch,Strategy,Activision,2004,0.49,2.48,2.37,3.74,9.08,T
Mystic Warriors: Odyssey,Xbox Series X,RPG,Capcom,2010,0.24,2.41,0.36,1.09,4.1,M
Assassin's Creed Valhalla,Xbox One,Adventure,Sony,2004,2.18,1.69,2.36,4.8,11.03,M
Mystic Lords: Ascension,Nintendo Switch,Shooter,Microsoft,2006,1.46,4.4,1.87,0.25,7.98,M
Galactic Knights: Rebirth,PS4,RPG,Capcom,2016,1.4,0.49,3.75,0.58,6.22,M
Iron Knights: Odyssey,Xbox Series X,Strategy,Ubisoft,2001,4.33,2.18,2.35,4.98,13.84,E
Dark Warriors: Ascension,Nintendo Switch,Action,Microsoft,2014,4.11,4.12,4.44,2.63,15.3,M
Iron Lords: Odyssey,PS4,Puzzle,Microsoft,2008,1.43,4.13,2.97,0.81,9.34,T
Shadow Legends: Chronicles,PC,Strategy,Microsoft,2019,3.1,2.25,1.64,3.6,10.59,AO
Mystic Legends: Eclipse,Nintendo Switch,Adventure,Activision,2016,1.08,1.63,4.59,3.32,10.62,E
Shadow Warriors: Eclipse,PC,Sports,Capcom,2014,4.61,2.19,0.94,4.51,12.25,AO
Galactic Knights: Chronicles,Xbox Series X,Sports,Ubisoft,2010,3.6,1.78,3.04,1.21,9.63,AO
God of War,Xbox One,Shooter,Capcom,2003,0.36,0.46,0.58,1.43,2.83,E10+
Minecraft,Nintendo Switch,Shooter,Ubisoft,2023,3.99,3.68,1.66,4.61,13.94,E
The Legend of Zelda,PS5,Adventure,Nintendo,2010,2.11,2.29,3.64,1.98,10.02,E
Mystic Lords: Odyssey,PC,Adventure,EA,2022,2.61,3.14,4.66,2.32,12.73,T
Dark Legends: Eclipse,Xbox One,Puzzle,Activision,2021,2.87,4.12,1.5,1.82,10.31,E10+
Mystic Warriors: Chronicles,Nintendo Switch,RPG,Microsoft,2013,3.3,1.28,4.74,0.94,10.26,E
Mystic Raiders: Chronicles,PS5,Puzzle,Ubisoft,2020,4.14,3.52,4.99,2.45,15.1,AO
Dark Lords: Chronicles,Nintendo Switch,Strategy,Ubisoft,2004,2.21,3.95,4.79,4.31,15.26,E10+
Dark Warriors: Eclipse,PS5,Puzzle,Nintendo,2018,2.67,4.03,1.91,1.24,9.85,AO
Dark Knights: Chronicles,PS5,Action,Sony,2012,2.87,0.42,4.36,0.61,8.26,T
Dark Warriors: Rebirth,PC,Puzzle,Microsoft,2001,2.31,3.55,2.29,2.57,10.72,T
Iron Raiders: Odyssey,PS4,Strategy,Ubisoft,2018,3.23,0.46,4.04,2.13,9.86,AO
Dark Raiders: Eclipse,PS4,Puzzle,Sony,2004,2.2,4.46,4.61,3.8,15.07,T
Shadow Raiders: Odyssey,Xbox Series X,Strategy,EA,2000,2.52,0.89,0.61,4.55,8.57,M
Dark Knights: Ascension,PS4,Sports,Sony,2014,1.14,3.83,4.38,2.82,12.17,T
Dark Lords: Eclipse,Xbox One,Strategy,Ubisoft,2007,2.84,2.36,0.84,3.55,9.59,AO
Super Mario Odyssey,Xbox One,Adventure,Nintendo,2002,0.92,1.66,1.48,2.89,6.95,T
Shadow Warriors: Chronicles,Nintendo Switch,RPG,Sony,2020,3.16,0.13,1.64,0.59,5.52,E10+
Galactic Legends: Ascension,Xbox Series X,Sports,Sony,2022,2.36,2.48,1.48,4.03,10.35,T
Mystic Knights: Ascension,Xbox Series X,Puzzle,Nintendo,2005,4.02,0.94,2.36,1.39,8.71,AO
Among Us,Xbox Series X,Strategy,Sony,2015,4.79,3.98,3.26,0.24,12.27,E10+
Horizon Forbidden West,Xbox Series X,Puzzle,EA,2012,0.57,0.16,4.75,2.34,7.82,M
Shadow Raiders: Ascension,Xbox One,Adventure,Sony,2020,3.8,4.56,3.18,0.91,12.45,T
Mystic Raiders: Rebirth,Nintendo Switch,Strategy,Capcom,2007,0.87,3.21,1.74,0.6,6.42,T
The Sims,Xbox One,Action,Nintendo,2009,3.17,0.31,2.23,0.59,6.3,M
Dark Lords: Odyssey,PS5,Strategy,Ubisoft,2012,2.11,2.69,4.83,1.11,10.74,E
Galactic Legends: Rebirth,PC,Action,Nintendo,2023,0.29,2.4,1.54,4.69,8.92,M
Galactic Raiders: Eclipse,Xbox Series X,Puzzle,Microsoft,2001,1.04,3.51,3.33,1.9,9.78,M
Mystic Lords: Eclipse,PS5,Action,Microsoft,2017,1.78,1.71,3.03,2.44,8.96,E10+
Splatoon 3,Xbox One,Puzzle,Nintendo,2004,0.69,3.89,0.12,3.45,8.15,E10+
Shadow Lords: Rebirth,PS4,Action,Sony,2014,3.83,4.8,0.26,0.76,9.65,E
Shadow Raiders: Rebirth,PC,Strategy,Sony,2012,2.68,3.58,4.86,4.64,15.76,M
Mystic Warriors: Eclipse,Xbox Series X,Sports,Nintendo,2004,1.38,3.22,1.25,2.32,8.17,AO
Shadow Lords: Chronicles,Xbox Series X,RPG,Ubisoft,2002,3.59,2.05,0.38,3.79,9.81,AO
Iron Lords: Rebirth,Xbox Series X,Adventure,Ubisoft,2014,4.39,1.69,2.78,2.36,11.22,AO
Galactic Warriors: Chronicles,Xbox One,Strategy,EA,2023,0.76,0.13,1.43,3.09,5.41,E
Iron Legends: Chronicles,Nintendo Switch,Strategy,Activision,2009,1.2,4.54,2.06,0.21,8.01,M
Shadow Warriors: Odyssey,Nintendo Switch,Action,Activision,2022,1.23,2.57,3.25,1.93,8.98,T
Shadow Warriors: Rebirth,Nintendo Switch,RPG,Ubisoft,2013,1.49,3.33,1.35,1.64,7.81,E10+
Mystic Knights: Rebirth,PC,RPG,Nintendo,2014,1.33,1.31,4.72,4.07,11.43,T
Shadow Legends: Ascension,PS4,Sports,Activision,2020,3.72,0.99,2.69,4.07,11.47,AO
Shadow Knights: Ascension,Xbox Series X,Shooter,Capcom,2005,3.23,0.42,3.19,4.35,11.19,M
Shadow Lords: Ascension,PS4,Strategy,Ubisoft,2015,1.32,3.3,1.37,0.31,6.3,M
Halo Infinite,Xbox Series X,Adventure,Ubisoft,2009,4.97,0.38,2.46,2.9,10.71,M
Iron Raiders: Rebirth,PS5,Action,Capcom,2011,2.22,0.39,2.66,3.81,9.08,E
Mystic Legends: Chronicles,PC,Puzzle,Microsoft,2008,3.56,1.11,1.38,1.11,7.16,T
Cyberpunk 2077,Xbox Series X,Puzzle,EA,2019,0.84,1.32,2.16,3.97,8.29,AO
Iron Lords: Chronicles,PS4,Shooter,Sony,2010,0.3,4.21,1.29,1.49,7.29,M
Iron Warriors: Eclipse,PS4,Action,Nintendo,2022,4.01,4.22,4.84,1.43,14.5,E
Dark Raiders: Chronicles,Nintendo Switch,Shooter,Capcom,2022,2.31,4.83,2.4,1.92,11.46,T
